koJlIGDImiU,Demi Lovato,Hero,care,I don't __. You're here tonight,109090,117470,8380,0,string_are,strings_are_ear_air,strings,,,,,,
F3EG4olrFjY,Olly Murs,Dance With Me Tonight,care,"When I saw you there, sitting all alone in the dark acting like you didn't have a __",91090,100250,9160,0,string_are,strings_are_ear_air,strings,,,,,,
yXQViqx6GMY,Mariah Carey,All I Want For Christmas Is You,care,I don't __ about the presents,17680,21320,3640,0,string_are,strings_are_ear_air,strings,,,,,,
yXQViqx6GMY,Mariah Carey,All I Want For Christmas Is You,care,Don't __ about the presents,64320,67040,2720,0,string_are,strings_are_ear_air,strings,,,,,,
fUYaosyR4bE,Lily Allen,Not Fair,care,Oh you're supposed to __,48030,50020,1990,0,string_are,strings_are_ear_air,strings,,,,,,
fUYaosyR4bE,Lily Allen,Not Fair,care,Oh you're supposed to __,63550,65430,1880,0,string_are,strings_are_ear_air,strings,,,,,,
fUYaosyR4bE,Lily Allen,Not Fair,care,Oh you're supposed to __,111280,113110,1830,0,string_are,strings_are_ear_air,strings,,,,,,
fUYaosyR4bE,Lily Allen,Not Fair,care,Oh you're supposed to __,127000,128810,1810,0,string_are,strings_are_ear_air,strings,,,,,,
fUYaosyR4bE,Lily Allen,Not Fair,care,Oh you're supposed to __,174300,176310,2010,0,string_are,strings_are_ear_air,strings,,,,,,
fUYaosyR4bE,Lily Allen,Not Fair,care,Oh you're supposed to __,190370,192480,2110,0,string_are,strings_are_ear_air,strings,,,,,,
sOnqjkJTMaA,Michael Jackson,Thriller,dare,Would ever __ try,224610,226190,1580,1,string_are,strings_are_ear_air,strings,,,,,,
sOnqjkJTMaA,Michael Jackson,Thriller,share,"So let me hold you tight and __ a killer, diller",229760,233860,4100,1,string_are,strings_are_ear_air,strings,,,,,,
sOnqjkJTMaA,Michael Jackson,Thriller,dare,Would ever __ try,244420,246170,1750,1,string_are,strings_are_ear_air,strings,,,,,,
sOnqjkJTMaA,Michael Jackson,Thriller,share,"So let me hold you tight and __ a killer, diller",249970,263950,13980,1,string_are,strings_are_ear_air,strings,,,,,,
DGIgXP9SvB8,Will.I.Am,Thatpower,cares,Who who __ what the haters think,85580,87520,1940,1,string_are,strings_are_ear_air,strings,,,,,,
J91ti_MpdHA,Alicia Keys,Girl On Fire,stares,"Everybody __, as she goes by",129550,132280,2730,0,string_are,strings_are_ear_air,strings,,,,,,
fWNaR-rxAic,Carly Rae Jepsen,Call Me Maybe,stare,Your __ was holding,19820,22060,2240,0,string_are,strings_are_ear_air,strings,,,,,,
fWNaR-rxAic,Carly Rae Jepsen,Call Me Maybe,stare,Your __ was holding,80080,81920,1840,0,string_are,strings_are_ear_air,strings,,,,,,
0Gl2QnHNpkA,Backstreet Boys,As Long As You Love Me,care,Don't __ what is written in your history,48820,53630,4810,0,string_are,strings_are_ear_air,strings,,,,,,
0Gl2QnHNpkA,Backstreet Boys,As Long As You Love Me,care,I don't __ who you are,57230,60710,3480,0,string_are,strings_are_ear_air,strings,,,,,,
0Gl2QnHNpkA,Backstreet Boys,As Long As You Love Me,care,Don't __ what you did,72810,75360,2550,0,string_are,strings_are_ear_air,strings,,,,,,
0Gl2QnHNpkA,Backstreet Boys,As Long As You Love Me,care,I don't __ who you are (who you are),96410,100620,4210,0,string_are,strings_are_ear_air,strings,,,,,,
0Gl2QnHNpkA,Backstreet Boys,As Long As You Love Me,care,Don't __ what you did,112500,114730,2230,0,string_are,strings_are_ear_air,strings,,,,,,
0Gl2QnHNpkA,Backstreet Boys,As Long As You Love Me,care,"I don't __, as long as you love me, baby",151260,165520,14260,0,string_are,strings_are_ear_air,strings,,,,,,
0Gl2QnHNpkA,Backstreet Boys,As Long As You Love Me,care,I don't __ who you are (who you are),165520,168920,3400,0,string_are,strings_are_ear_air,strings,,,,,,
0Gl2QnHNpkA,Backstreet Boys,As Long As You Love Me,care,Don't __ what you did (yeah),180810,183490,2680,0,string_are,strings_are_ear_air,strings,,,,,,
0Gl2QnHNpkA,Backstreet Boys,As Long As You Love Me,care,What you did (I don't __),210720,213850,3130,0,string_are,strings_are_ear_air,strings,,,,,,
NOubzHCUt48,KeSHa,Die Young,care,Don't __ whose watching when we tearing it up (you know),59640,63100,3460,0,string_are,strings_are_ear_air,strings,,,,,,
WpYeekQkAdc,Black Eyed Peas,Where Is The Love?,care,Most of us only __ about money makin',188320,190980,2660,0,string_are,strings_are_ear_air,strings,,,,,,
s1XozsBN5Z4,Kelly Rowland,Motivation,dare,"Oh lover, don't you __ slow down",6770,14380,7610,0,string_are,strings_are_ear_air,strings,,,,,,
EgT_us6AsDg,Selena Gomez And The Scene,Love You Like A Love Song,compares,No one __,134540,137950,3410,0,string_are,strings_are_ear_air,strings,,,,,,
7_weSk0BonM,Leona Lewis,Bleeding Love,care,But I don't __ what they say,53050,57560,4510,0,string_are,strings_are_ear_air,strings,,,,,,
7_weSk0BonM,Leona Lewis,Bleeding Love,care,But I don't __ what they say,133830,135990,2160,0,string_are,strings_are_ear_air,strings,,,,,,
7_weSk0BonM,Leona Lewis,Bleeding Love,care,"I don't __ what they say, I'm in love with you",188980,193740,4760,0,string_are,strings_are_ear_air,strings,,,,,,
B8FTyEdLjqA,Mario,Let Me Love You,stare,Everywhere you go they stop and __,102290,105360,3070,0,string_are,strings_are_ear_air,strings,,,,,,
VV1XWJN3nJo,Natalie Imbruglia,Torn,care,You don't seem to know - don't seem to __,33020,35650,2630,0,string_are,strings_are_ear_air,strings,,,,,,
VV1XWJN3nJo,Natalie Imbruglia,Torn,care,And now I don't __,95420,97100,1680,0,string_are,strings_are_ear_air,strings,,,,,,
MS91knuzoOA,Pearl Jam,Jeremy,care,"Oh, to the fact that mommy didn't __",45210,51540,6330,1,string_are,strings_are_ear_air,strings,,,,,,
4KEEXyRL0qE,Placebo,Running Up That Hill,Unaware,__ I'm tearing you asunder.,101230,106060,4830,0,string_are,strings_are_ear_air,strings,,,,,,
XFkzRNyygfk,Radiohead,Creep,care,I don't __ if it hurts,81240,85940,4700,1,string_are,strings_are_ear_air,strings,,,,,,
6xcwt9mSbYE,The Velvet Underground,Heroin,care,I really don't __ anymore,319680,323350,3670,0,string_are,strings_are_ear_air,strings,,,,,,
6xcwt9mSbYE,The Velvet Underground,Heroin,care,And I really don't __ anymore,368720,378910,10190,0,string_are,strings_are_ear_air,strings,,,,,,
6xcwt9mSbYE,The Velvet Underground,Heroin,aware,And thank your God that I'm not __,388530,391730,3200,0,string_are,strings_are_ear_air,strings,,,,,,
6xcwt9mSbYE,The Velvet Underground,Heroin,care,And thank God that I just don't __,391730,395350,3620,0,string_are,strings_are_ear_air,strings,,,,,,
Ek0SgwWmF9w,Muse,Madness,care,And I'm not expecting you to __ (Expecting you to care),191840,202750,10910,0,string_are,strings_are_ear_air,strings,,,,,,
Ek0SgwWmF9w,Muse,Madness,care,And I'm not expecting you to care (Expecting you to __),191840,202750,10910,0,string_are,strings_are_ear_air,strings,,,,,,
YEi7GPkxfsE,Fleetwood Mac,Dreams,carefully,But listen __ to the sound,39910,44910,5000,0,string_are,strings_are_ear_air,strings,,,,,,
n-cD4oLk_D0,The Smiths,There Is A Light That Never Goes Out,care,"Take me anywhere, I don't __",97900,99460,1560,0,string_are,strings_are_ear_air,strings,,,,,,
n-cD4oLk_D0,The Smiths,There Is A Light That Never Goes Out,care,"I don't __, I don't care",99460,105070,5610,0,string_are,strings_are_ear_air,strings,,,,,,
n-cD4oLk_D0,The Smiths,There Is A Light That Never Goes Out,care,"I don't care, I don't __",99460,105070,5610,0,string_are,strings_are_ear_air,strings,,,,,,
n-cD4oLk_D0,The Smiths,There Is A Light That Never Goes Out,care,"Oh, take me anywhere, I don't __",125560,131350,5790,0,string_are,strings_are_ear_air,strings,,,,,,
n-cD4oLk_D0,The Smiths,There Is A Light That Never Goes Out,care,"I don't __, I don't care",131350,133630,2280,0,string_are,strings_are_ear_air,strings,,,,,,
n-cD4oLk_D0,The Smiths,There Is A Light That Never Goes Out,care,"I don't care, I don't __",131350,133630,2280,0,string_are,strings_are_ear_air,strings,,,,,,
SBjQ9tuuTJQ,Foo Fighters,The Pretender,stare,Mirrored in your __,171570,174530,2960,0,string_are,strings_are_ear_air,strings,,,,,,
TOypSnKFHrE,The Strokes,Last Nite,care,Oh maybe I don't __ no more,44260,47030,2770,0,string_are,strings_are_ear_air,strings,,,,,,
TOypSnKFHrE,The Strokes,Last Nite,care,Oh little girl I don't __ no more,166600,169510,2910,0,string_are,strings_are_ear_air,strings,,,,,,
co6WMzDOh1o,U2,Beautiful Day,care,And the reason that you had to __,31720,34400,2680,0,string_are,strings_are_ear_air,strings,,,,,,
4aeETEoNfOg,The Smashing Pumpkins,1979,care,And I don't even __ to shake these zipper blues,68500,77720,9220,0,string_are,strings_are_ear_air,strings,,,,,,
4aeETEoNfOg,The Smashing Pumpkins,1979,care,"We don't even __, as restless as we are",129330,138280,8950,0,string_are,strings_are_ear_air,strings,,,,,,
4aeETEoNfOg,The Smashing Pumpkins,1979,care,And I don't even __ to shake these zipper blues,212070,221740,9670,0,string_are,strings_are_ear_air,strings,,,,,,
y8AWFf7EAc4,Alexandra Burke,Hallelujah,care,"But you don't really __ for music, do you?",66570,73080,6510,0,string_are,strings_are_ear_air,strings,,,,,,
VcjzHMhBtf0,Journey,Don'T Stop Believin',share,For a smile they can __ the night,73460,76350,2890,0,string_are,strings_are_ear_air,strings,,,,,,
n4RjJKxsamQ,Scorpions,Wind Of Change,share,Where the children of tomorrow __ their dreams,164420,170300,5880,0,string_are,strings_are_ear_air,strings,,,,,,
n4RjJKxsamQ,Scorpions,Wind Of Change,share,Where the children of tomorrow __ their dreams,253520,258670,5150,0,string_are,strings_are_ear_air,strings,,,,,,
9jK-NcRmVcw,Europe,The Final Countdown,farewell,But still it's __,90020,94370,4350,0,string_are,strings_are_ear_air,strings,,,,,,
5QD5n98R_nk,Mr. Big,To Be With You,cares,Wake up.  Who __ about little boys,58660,61460,2800,0,string_are,strings_are_ear_air,strings,,,,,,
2YcIgow6TDk,Jay-Z,Holy Grail,care,"One day you __, you're so unfair",70260,75100,4840,1,string_are,strings_are_ear_air,strings,,,,,,
2YcIgow6TDk,Jay-Z,Holy Grail,care,"One day you __, you're so unfair",149830,154320,4490,1,string_are,strings_are_ear_air,strings,,,,,,
2YcIgow6TDk,Jay-Z,Holy Grail,care,"One day you __, you're so unfair",228970,234000,5030,1,string_are,strings_are_ear_air,strings,,,,,,
2YcIgow6TDk,Jay-Z,Holy Grail,care,"One day you __, you're so unfair",308610,313420,4810,1,string_are,strings_are_ear_air,strings,,,,,,
eCxaXqwRhvw,J. Cole,Crooked Smile,Stare,__ in the mirror but its clear that you can't face what's wrong,49410,52680,3270,1,string_are,strings_are_ear_air,strings,,,,,,
eCxaXqwRhvw,J. Cole,Crooked Smile,care,"Is it real? if it's not, girl you don't __",97930,100710,2780,1,string_are,strings_are_ear_air,strings,,,,,,
iR6oYX1D-0w,Aloe Blacc,I Need A Dollar,share,And if I __ with you my story would you share your dollar with me,24150,30550,6400,0,string_are,strings_are_ear_air,strings,,,,,,
iR6oYX1D-0w,Aloe Blacc,I Need A Dollar,share,And if I share with you my story would you __ your dollar with me,24150,30550,6400,0,string_are,strings_are_ear_air,strings,,,,,,
iR6oYX1D-0w,Aloe Blacc,I Need A Dollar,share,And if I __ with you my story would you share your dollar with me,113040,119190,6150,0,string_are,strings_are_ear_air,strings,,,,,,
iR6oYX1D-0w,Aloe Blacc,I Need A Dollar,share,And if I share with you my story would you __ your dollar with me,113040,119190,6150,0,string_are,strings_are_ear_air,strings,,,,,,
iR6oYX1D-0w,Aloe Blacc,I Need A Dollar,share,And if I __ with you my story would you share your dollar with me,210310,215310,5000,0,string_are,strings_are_ear_air,strings,,,,,,
iR6oYX1D-0w,Aloe Blacc,I Need A Dollar,share,And if I share with you my story would you __ your dollar with me,210310,215310,5000,0,string_are,strings_are_ear_air,strings,,,,,,
iR6oYX1D-0w,Aloe Blacc,I Need A Dollar,share,Come on __ your dollar with me,215310,217730,2420,0,string_are,strings_are_ear_air,strings,,,,,,
iR6oYX1D-0w,Aloe Blacc,I Need A Dollar,share,Go ahead __ your dollar with me,217730,219870,2140,0,string_are,strings_are_ear_air,strings,,,,,,
iR6oYX1D-0w,Aloe Blacc,I Need A Dollar,share,Come on __ your dollar give me your dollar,219870,222900,3030,0,string_are,strings_are_ear_air,strings,,,,,,
iR6oYX1D-0w,Aloe Blacc,I Need A Dollar,Share,__ your dollar with me,222900,225150,2250,0,string_are,strings_are_ear_air,strings,,,,,,
iR6oYX1D-0w,Aloe Blacc,I Need A Dollar,share,Come on __ your dollar with me,225150,258000,32850,0,string_are,strings_are_ear_air,strings,,,,,,
QZXc39hT8t4,Dr. Dre,The Next Episode,care,*****es lookin at me strange but you know I don't __,49750,52120,2370,1,string_are,strings_are_ear_air,strings,,,,,,
bd2B6SjMh_w,Gnarls Barkley,Crazy,care,"And when you're out there, without __",38300,40560,2260,0,string_are,strings_are_ear_air,strings,,,,,,
1plPyJdXKIY,Warren G,Regulate,dare,I __ ya,194540,196050,1510,1,string_are,strings_are_ear_air,strings,,,,,,
AaXaig_43lU,Jeremih,Down On Me,care,Don't __ what they say,33370,34550,1180,1,string_are,strings_are_ear_air,strings,,,,,,
7E0fVfectDo,Arcade Fire,Reflektor,care,I don't __,67660,69980,2320,0,string_are,strings_are_ear_air,strings,,,,,,
OePvsCfKHJg,Phoenix,Trying To Be Cool,care,"Gruesome, I don't __ where you're from",167920,172510,4590,0,string_are,strings_are_ear_air,strings,,,,,,
4BJDNw7o6so,Phoenix,Lisztomania,barely,When it's all over we can __ discuss,108960,112740,3780,0,string_are,strings_are_ear_air,strings,,,,,,
VGvHnDeS12o,Grouplove,Ways To Go,care,I didn't want to __,8890,14200,5310,0,string_are,strings_are_ear_air,strings,,,,,,
rjFaenf1T-Y,Edward Sharpe And The Magnetic Zeros,Home,Barefoot,__ on a summer night,133370,135560,2190,1,string_are,strings_are_ear_air,strings,,,,,,
UAsTlnjvetI,Young The Giant,Cough Syrup,care,Life's too short to even __ at all oh,12000,18300,6300,0,string_are,strings_are_ear_air,strings,,,,,,
UAsTlnjvetI,Young The Giant,Cough Syrup,care,Life's too short to even __ at all oh,67250,85970,18720,0,string_are,strings_are_ear_air,strings,,,,,,
UAsTlnjvetI,Young The Giant,Cough Syrup,care,Life's too short to even __ at all oh,140420,146070,5650,0,string_are,strings_are_ear_air,strings,,,,,,
zwFS69nA-1w,Bright Eyes,First Day Of My Life,care,"Now I don't __, I could go anywhere with you",116220,120730,4510,0,string_are,strings_are_ear_air,strings,,,,,,
eeWjzBHUdsI,The Offspring,Self Esteem,care,"The more it shows you really __, Right?",148460,164330,15870,0,string_are,strings_are_ear_air,strings,,,,,,
YgSPaXgAdzE,Beck,Loser,nightmare,Forces of evil in a bozo __,90170,92390,2220,1,string_are,strings_are_ear_air,strings,,,,,,
#NAME?,Counting Crows,Mr. Jones,stare,And we __ at the beautiful women,87180,90720,3540,0,string_are,strings_are_ear_air,strings,,,,,,
#NAME?,Counting Crows,Mr. Jones,stare,"Yeah, we __ at the beautiful women",141570,145000,3430,0,string_are,strings_are_ear_air,strings,,,,,,
#NAME?,Counting Crows,Mr. Jones,stare,"Yeah, we __ at the beautiful women",208990,212260,3270,0,string_are,strings_are_ear_air,strings,,,,,,
y6Sxv-sUYtM,Pharrel Williams,Happy,care,"With the air, like I don't __ baby by the way",30040,35630,5590,0,string_are,strings_are_ear_air,strings,,,,,,
0KSOMA3QBU0,Katy Perry,Dark Horse,carefully,But you better choose __,19570,21700,2130,0,string_are,strings_are_ear_air,strings,,,,,,
0KSOMA3QBU0,Katy Perry,Dark Horse,dare,Baby do you __ to do this,51410,54870,3460,0,string_are,strings_are_ear_air,strings,,,,,,
0KSOMA3QBU0,Katy Perry,Dark Horse,dare,Baby do you __ to do this,117270,120210,2940,0,string_are,strings_are_ear_air,strings,,,,,,
0KSOMA3QBU0,Katy Perry,Dark Horse,careful,Be __,145730,147120,1390,0,string_are,strings_are_ear_air,strings,,,,,,
0KSOMA3QBU0,Katy Perry,Dark Horse,care,I'm sprung and I don't __,169490,170750,1260,0,string_are,strings_are_ear_air,strings,,,,,,
0KSOMA3QBU0,Katy Perry,Dark Horse,dare,Baby do you __ to do this,190120,192730,2610,0,string_are,strings_are_ear_air,strings,,,,,,
moSFlvxnbgk,Frozen,Let It Go,care,I don't __ what they're going to say,73900,80910,7010,0,string_are,strings_are_ear_air,strings,,,,,,
f2JuxM-snGc,Lorde,Team,care,I'm kind of older than I was when I reveled without a __,143190,150090,6900,0,string_are,strings_are_ear_air,strings,,,,,,
bg1sT4ILG0w,Nico And Vinz,Am I Wrong,compare,"Don't let them __ you, no",120630,122520,1890,0,string_are,strings_are_ear_air,strings,,,,,,
OJGUbwVMBeA,Demi Lovato,Really Don'T Care,care,Oh oh oh I really don't __,45920,50320,4400,0,string_are,strings_are_ear_air,strings,,,,,,
OJGUbwVMBeA,Demi Lovato,Really Don'T Care,care,Oh oh oh I really don't __,62070,66130,4060,0,string_are,strings_are_ear_air,strings,,,,,,
OJGUbwVMBeA,Demi Lovato,Really Don'T Care,care,Oh oh oh I really don't __,66130,73100,6970,0,string_are,strings_are_ear_air,strings,,,,,,
OJGUbwVMBeA,Demi Lovato,Really Don'T Care,care,Oh oh oh I really don't __,115650,119520,3870,0,string_are,strings_are_ear_air,strings,,,,,,
OJGUbwVMBeA,Demi Lovato,Really Don'T Care,care,Oh oh oh I really don't __,131530,135500,3970,0,string_are,strings_are_ear_air,strings,,,,,,
OJGUbwVMBeA,Demi Lovato,Really Don'T Care,care,Oh oh oh I really don't __,135500,144430,8930,0,string_are,strings_are_ear_air,strings,,,,,,
OJGUbwVMBeA,Demi Lovato,Really Don'T Care,care,Oh oh oh I really don't __,175250,179080,3830,0,string_are,strings_are_ear_air,strings,,,,,,
OJGUbwVMBeA,Demi Lovato,Really Don'T Care,care,Oh oh oh I really don't __,191030,194470,3440,0,string_are,strings_are_ear_air,strings,,,,,,
OJGUbwVMBeA,Demi Lovato,Really Don'T Care,care,Oh oh oh I really don't __,194470,228000,33530,0,string_are,strings_are_ear_air,strings,,,,,,
xKkb13IU_DE,Kid Ink,Show Me,care,I don't really __ who you came with (no),100260,102680,2420,1,string_are,strings_are_ear_air,strings,,,,,,
VPRjCeoBqrI,Coldplay,A  Sky Full Of Stars,care,"I don't __, go on and tear me apart",49590,57200,7610,0,string_are,strings_are_ear_air,strings,,,,,,
VPRjCeoBqrI,Coldplay,A  Sky Full Of Stars,care,I don't __ if you do,57200,65330,8130,0,string_are,strings_are_ear_air,strings,,,,,,
VPRjCeoBqrI,Coldplay,A  Sky Full Of Stars,care,"And I don't __, go on and tear me apart",134380,141670,7290,0,string_are,strings_are_ear_air,strings,,,,,,
VPRjCeoBqrI,Coldplay,A  Sky Full Of Stars,care,And I don't __ if you do,141670,149960,8290,0,string_are,strings_are_ear_air,strings,,,,,,
LiaYDPRedWQ,Avril Lavigne,Hello Kitty,dare,Let's play truth or __ now,29230,32020,2790,0,string_are,strings_are_ear_air,strings,,,,,,
bcWWArLFgys,One Direction,Midnight Memories,care,I don't __ how much we spend,123410,126680,3270,0,string_are,strings_are_ear_air,strings,,,,,,
nlcIKh6sBtc,Lorde,Royals,care,"We don't __, we're driving Cadillacs in our dreams",39640,43990,4350,0,string_are,strings_are_ear_air,strings,,,,,,
nlcIKh6sBtc,Lorde,Royals,care,"We don't __, we aren't caught up in your love affair",50320,55090,4770,0,string_are,strings_are_ear_air,strings,,,,,,
nlcIKh6sBtc,Lorde,Royals,care,"We don't __, we're driving Cadillacs in our dreams",112410,117160,4750,0,string_are,strings_are_ear_air,strings,,,,,,
nlcIKh6sBtc,Lorde,Royals,care,"We don't __, we aren't caught up in your love affair",123930,128440,4510,0,string_are,strings_are_ear_air,strings,,,,,,
nlcIKh6sBtc,Lorde,Royals,care,Life is great without a __,169620,171470,1850,0,string_are,strings_are_ear_air,strings,,,,,,
ehcVomMexkY,Rihanna,Pour It Up,cares,Who __ how you haters feel,94150,95970,1820,0,string_are,strings_are_ear_air,strings,,,,,,
ehcVomMexkY,Rihanna,Pour It Up,cares,So who __ about what I spend,104880,106740,1860,0,string_are,strings_are_ear_air,strings,,,,,,
yyDUC1LUXSU,Robin Thicke,Blurred Lines,square,"Nothin' like your last guy, he too __ for you",165850,167750,1900,1,string_are,strings_are_ear_air,strings,,,,,,
SDP-TGE9AYs,U2,Moment Of Surrender,barely,We were __ conscious,116300,121560,5260,0,string_are,strings_are_ear_air,strings,,,,,,
7-7knsP2n5w,Shakira,Dare La La La,dare,I __ you!,18700,48680,29980,0,string_are,strings_are_ear_air,strings,,,,,,
7-7knsP2n5w,Shakira,Dare La La La,dare,I __ you to kiss me,68300,71800,3500,0,string_are,strings_are_ear_air,strings,,,,,,
7-7knsP2n5w,Shakira,Dare La La La,dare,It's truth or __ on the dance floor,75720,78690,2970,0,string_are,strings_are_ear_air,strings,,,,,,
7-7knsP2n5w,Shakira,Dare La La La,dare,Truth or __ on the dance floor,83420,86130,2710,0,string_are,strings_are_ear_air,strings,,,,,,
7-7knsP2n5w,Shakira,Dare La La La,dare,I __ you,91560,100870,9310,0,string_are,strings_are_ear_air,strings,,,,,,
7-7knsP2n5w,Shakira,Dare La La La,dare,I __ you to kiss me,121410,124810,3400,0,string_are,strings_are_ear_air,strings,,,,,,
7-7knsP2n5w,Shakira,Dare La La La,dare,It's truth or __ on the dance floor,128490,131240,2750,0,string_are,strings_are_ear_air,strings,,,,,,
7-7knsP2n5w,Shakira,Dare La La La,dare,Truth or __ on the dance floor,136040,138570,2530,0,string_are,strings_are_ear_air,strings,,,,,,
7-7knsP2n5w,Shakira,Dare La La La,dare,I __ you,144510,146230,1720,0,string_are,strings_are_ear_air,strings,,,,,,
7-7knsP2n5w,Shakira,Dare La La La,dare,I __ you to kiss me,151070,154730,3660,0,string_are,strings_are_ear_air,strings,,,,,,
7-7knsP2n5w,Shakira,Dare La La La,dare,I __ you to touch me,154730,158420,3690,0,string_are,strings_are_ear_air,strings,,,,,,
7-7knsP2n5w,Shakira,Dare La La La,dare,It's truth or __ on the dance floor,158420,168160,9740,0,string_are,strings_are_ear_air,strings,,,,,,
7-7knsP2n5w,Shakira,Dare La La La,dare,I __ you,181950,211000,29050,0,string_are,strings_are_ear_air,strings,,,,,,
0go2nfVXFgA,The Vamps,Somebody To You,care,But every time I look at you I just don't __,59810,62450,2640,0,string_are,strings_are_ear_air,strings,,,,,,
0go2nfVXFgA,The Vamps,Somebody To You,care,But every time I look at you I just don't __,117630,120220,2590,0,string_are,strings_are_ear_air,strings,,,,,,
0go2nfVXFgA,The Vamps,Somebody To You,care,But every time I look at you I just don't __,161730,164190,2460,0,string_are,strings_are_ear_air,strings,,,,,,
UqSww10eeKw,The Vamps,Can We Dance,barely,So save me here 'cause I can __ stand,99830,103040,3210,1,string_are,strings_are_ear_air,strings,,,,,,
e-ORhEE9VVg,Taylor Swift,Blank Space,nightmare,'Cause darling I'm a __ dressed like a daydream,129960,132640,2680,0,string_are,strings_are_ear_air,strings,,,,,,
8kFr7IJBmz0,Simple Plan,Perfect,care,And it feels like you don't __ any more,125900,131590,5690,0,string_are,strings_are_ear_air,strings,,,,,,
25QyCxVkXwQ,Elton John,Can You Feel The Love Tonight,carefree,His __ days with us are history,148500,154700,6200,0,string_are,strings_are_ear_air,strings,,,,,,
pco91kroVgQ,Lady Gaga,Applause,bear,"If only fame had an IV, baby could I __",26320,33460,7140,0,string_ear,strings_are_ear_air,strings,,,,,,
LOZuxwVk7TU,Britney Spears,Toxic,wear,A guy like you should __ a warning,17600,20810,3210,1,string_ear,strings_are_ear_air,strings,,,,,,
ekzHIouo8Q4,Bruno Mars,When I Was Your Man,tear,"When our friends talk about you, all it does is just __ me down",26060,32600,6540,0,string_ear,strings_are_ear_air,strings,,,,,,
