id;video_id;youtube_id;artist_id;artist_name;song_id;song_title;key;lemma;sentence_id;gapped_sent;year;start_time;end_time;duration;adults_only;offset
19;46;zsmUOdmm02A;18;P!nk;47;true love;heart;heart;2951;No one else can break my __ like you;3-4;217640;233000;15360;1;0
20;47;yTCDVfMz15M;18;P!nk;48;try;heart;heart;2964;Funny how the __ can be deceiving;3-4;85460;90000;4540;0;0
21;52;rYEDA3JcQqw;21;Adele;53;rolling in the deep;heart;heart;3203;There's a fire starting in my __;3-4;5090;9400;4310;0;0
22;52;rYEDA3JcQqw;21;Adele;53;rolling in the deep;heart;heart;3209;There's a fire starting in my __;3-4;31840;36790;4950;0;0
23;52;rYEDA3JcQqw;21;Adele;53;rolling in the deep;heart;heart;3217;You had my __ inside of your hand (You're gonna wish you never had met me);3-4;66680;72250;5570;0;0
24;52;rYEDA3JcQqw;21;Adele;53;rolling in the deep;heart;heart;3230;You had my __ inside of your hand (You're gonna wish you never had met me);3-4;122030;126870;4840;0;0
25;52;rYEDA3JcQqw;21;Adele;53;rolling in the deep;heart;heart;3235;You had my __ inside your hand;3-4;140220;145330;5110;0;0
26;52;rYEDA3JcQqw;21;Adele;53;rolling in the deep;heart;heart;3248;You had my __ inside of your hand (You're gonna wish you never had met me);3-4;195080;200190;5110;0;0
27;52;rYEDA3JcQqw;21;Adele;53;rolling in the deep;heart;heart;3253;You had my __ inside your hand (You're gonna wish you never had met me);3-4;213500;218060;4560;0;0
28;61;sC2nElyx7Ds;26;Enrique Iglesias;62;heart attack;heart;heart;4243;If I ever did that, I think I’d have a __ attack;3-4;4750;11230;6480;0;0
29;61;sC2nElyx7Ds;26;Enrique Iglesias;62;heart attack;heart;heart;4260;If I ever did that, I think I’d have a __ attack;3-4;59900;66850;6950;0;0
30;61;sC2nElyx7Ds;26;Enrique Iglesias;62;heart attack;heart;heart;4261;I think I’d have a __ attack;3-4;66850;72180;5330;0;0
31;61;sC2nElyx7Ds;26;Enrique Iglesias;62;heart attack;heart;heart;4262;I think I’d have a __ attack;3-4;72180;74540;2360;0;0
32;61;sC2nElyx7Ds;26;Enrique Iglesias;62;heart attack;heart;heart;4281;If I ever did that, I think I’d have a __ attack;3-4;123260;130330;7070;0;0
33;61;sC2nElyx7Ds;26;Enrique Iglesias;62;heart attack;heart;heart;4282;I think I’d have a __ attack;3-4;130330;135750;5420;0;0
34;61;sC2nElyx7Ds;26;Enrique Iglesias;62;heart attack;heart;heart;4283;I think I’d have a __ attack;3-4;135750;139090;3340;0;0
35;61;sC2nElyx7Ds;26;Enrique Iglesias;62;heart attack;heart;heart;4296;If I ever did that, I think I’d have a __ attack;3-4;178620;185510;6890;0;0
36;61;sC2nElyx7Ds;26;Enrique Iglesias;62;heart attack;heart;heart;4297;I think I’d have a __ attack (Heart attack);3-4;185510;191140;5630;0;0
37;61;sC2nElyx7Ds;26;Enrique Iglesias;62;heart attack;Heart;heart;4297;I think I’d have a heart attack (__ attack);3-4;185510;191140;5630;0;0
38;61;sC2nElyx7Ds;26;Enrique Iglesias;62;heart attack;heart;heart;4298;I think I’d have a __ attack;3-4;191140;196670;5530;0;0
39;61;sC2nElyx7Ds;26;Enrique Iglesias;62;heart attack;heart;heart;4299;I think I’d have a __ attack;3-4;196670;202170;5500;0;0
40;61;sC2nElyx7Ds;26;Enrique Iglesias;62;heart attack;heart;heart;4301;I think I’d have a __ attack;3-4;202170;231000;28830;0;0
41;64;3OnnDqH6Wj8;27;Flo Rida;65;good feeling;heart;heart;3828;Witness I got the __ of twenty men;3-4;114340;116200;1860;0;0
42;67;fwK7ggA3-bU;28;Maroon 5;68;one more night;heart;heart;3922;So I cross my __ and I hope to die;3-4;50240;55830;5590;1;0
43;67;fwK7ggA3-bU;28;Maroon 5;68;one more night;heart;heart;3937;So I cross my __ and I hope to die;3-4;112820;117840;5020;1;0
44;67;fwK7ggA3-bU;28;Maroon 5;68;one more night;heart;heart;3951;So I cross my __ and I hope to die;3-4;174290;179690;5400;1;0
45;67;fwK7ggA3-bU;28;Maroon 5;68;one more night;heart;heart;3957;So I cross my __ and I hope to die;3-4;195510;200330;4820;1;0
46;68;nIjVuRTm-dc;28;Maroon 5;69;she will be loved;heart;heart;3983;My __ is full, and my door's always open;3-4;105320;109270;3950;1;12000
47;71;v9uDwppN5-w;30;Demi Lovato;72;neon lights;heart;heart;4084;Be still my __ cause it's freaking out, it's freaking out, right now;3-4;18410;25320;6910;1;0
48;71;v9uDwppN5-w;30;Demi Lovato;72;neon lights;heart;heart;4106;Be still my __ cause it's freaking out, it's freaking out, right now;3-4;99940;107260;7320;1;0
49;71;v9uDwppN5-w;30;Demi Lovato;72;neon lights;heart;heart;4136;Be still my __ cause it's freaking out;3-4;224080;239000;14920;1;0
50;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4399;Just put your hand on my __,;3-4;52790;55680;2890;1;0
51;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4400;Put your hand on my __,;3-4;55680;58240;2560;1;0
52;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4403;Just put your hand on my __;3-4;63680;66350;2670;1;0
53;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4404;Just put your hand on my __.;3-4;66350;69140;2790;1;0
54;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4417;Just put your hand on my __,;3-4;107190;109540;2350;1;0
55;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4418;Put your hand on my __,;3-4;109540;112100;2560;1;0
56;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4421;Just put your hand on my __;3-4;117570;120270;2700;1;0
57;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4422;Just put your hand on my __.;3-4;120270;123220;2950;1;0
58;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4428;Just put your hand on my __,;3-4;146300;149310;3010;1;0
59;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4429;Put your hand on my __;3-4;149310;150230;920;1;0
60;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4431;Just put your hand on my __,;3-4;150230;152720;2490;1;0
61;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4432;Put your hand on my __,;3-4;152720;155370;2650;1;0
62;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4435;Just put your hand on my __;3-4;160730;163530;2800;1;0
63;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4436;Just put your hand on my __.;3-4;163530;166020;2490;1;0
64;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4439;Just put your hand on my __,;3-4;171600;174320;2720;1;0
65;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4440;Put your hand on my __,;3-4;174320;176960;2640;1;0
66;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4443;Just put your hand on my __;3-4;182380;185190;2810;1;0
67;77;W3vijeR0ZRs;31;Olly Murs;78;hand on heart;heart;heart;4444;Just put your hand on my __.;3-4;185190;187800;2610;1;0
68;79;QOowQeKyNkQ;32;Chris Brown;80;don't wake me up;heart;heart;4535;If your __ is a pillow, this love's the bed,;3-4;111160;121230;10070;0;0
69;84;sOnqjkJTMaA;37;Michael Jackson;85;thriller;heart;heart;4785;Your __;3-4;71810;73080;1270;1;0
70;87;UJtB55MaoD0;39;Jessie J;88;domino;heart;heart;5068;My __ beats out of time;3-4;92760;96630;3870;1;0
71;103;p47fEXGabaY;54;Ricky Martin;104;livin' la vida loca;heart;heart;5836;She took my __;3-4;94850;95660;810;1;0
72;108;rtOvBOTyX00;58;Christina Perri;109;a thousand years;Heart;heart;6125;__ beats fast;3-4;20200;23780;3580;0;0
73;108;rtOvBOTyX00;58;Christina Perri;109;a thousand years;heart;heart;6152;Time has brought your __ to me, I have loved you for a thousand years;3-4;154400;163300;8900;0;0
74;108;rtOvBOTyX00;58;Christina Perri;109;a thousand years;heart;heart;6163;Time has brought your __ to me, I have loved you for a thousand years;3-4;237220;246120;8900;0;0
75;114;4fndeDfaWCg;67;Backstreet Boys;115;i want it that way;heart;heart;6382;Can't reach to your __,;3-4;35240;40070;4830;0;0
76;117;NOubzHCUt48;69;Ke$ha;119;die young;heart;heart;6670;I hear your __ beat to the beat of the drums;3-4;190;10740;10550;0;0
77;117;NOubzHCUt48;69;Ke$ha;119;die young;heart;heart;6692;I hear your __ beat to the beat of the drums;3-4;81570;85600;4030;0;0
78;117;NOubzHCUt48;69;Ke$ha;119;die young;heart;heart;6714;I hear your __ beat to the beat of the drums;3-4;160490;168190;7700;0;0
79;117;NOubzHCUt48;69;Ke$ha;119;die young;heart;heart;6719;I hear your __ beat to the beat of the drums;3-4;179510;183260;3750;0;0
80;127;k6M5C-oKw9k;81;Ne-Yo;129;miss independent;heart;heart;7362;She goin' steal my __ ain't no doubt about it, girl;3-4;181090;186080;4990;0;0
81;129;vKNcuTWzTVw;82;Marina and The Diamonds;131;how to be a heartbreaker;heart;heart;7464;Rule number three, wear your __ on your cheek;3-4;74970;80630;5660;0;0
82;139;EgT_us6AsDg;98;Selena Gomez & The Scene;141;love you like a love song;heart;heart;8062;Music to my __ that's what you are;3-4;143420;151470;8050;0;0
83;144;7_weSk0BonM;113;Leona Lewis;146;bleeding love;heart;heart;8297;My __ melts into the ground, found something true;3-4;41410;46040;4630;0;0
84;144;7_weSk0BonM;113;Leona Lewis;146;bleeding love;heart;heart;8303;My __'s crippled by the vein, that I keep on closing;3-4;64410;70390;5980;0;0
85;144;7_weSk0BonM;113;Leona Lewis;146;bleeding love;heart;heart;8321;My __'s crippled by the vein, that I keep on closing;3-4;142700;148390;5690;0;0
86;144;7_weSk0BonM;113;Leona Lewis;146;bleeding love;heart;heart;8335;My __'s crippled by the vein, that I keep on closing;3-4;198330;204390;6060;0;0
87;149;ePyRrb2-fzs;126;Timbaland;151;apologize;heart;heart;8575;And I need you like a __ needs a beat;3-4;81030;83950;2920;0;0
88;159;VV1XWJN3nJo;188;Natalie Imbruglia;163;torn;heart;heart;9325;What your __ is for;3-4;35650;38790;3140;0;0
89;160;-Uh6VZF0R5U;255;Bonnie McKee;164;american girl;heart;heart;9287;I wanna buy a new __ out of a vending machine;3-4;85660;89520;3860;0;0
90;477;Tj75Arhq5ho;356;Metallica;178;nothing else matters;heart;heart;9871;Couldn't be much more from the __;3-4;64860;70130;5270;0;0
91;477;Tj75Arhq5ho;356;Metallica;178;nothing else matters;heart;heart;9890;It couldn't be much more from the __;3-4;149510;154790;5280;0;0
92;477;Tj75Arhq5ho;356;Metallica;178;nothing else matters;heart;heart;9915;Couldn't be much more from the __;3-4;328600;333900;5300;0;0
93;187;8SbUC-UaAxE;364;Guns N' Roses;192;november rain;heart;heart;10550;I know it's hard to keep an open __;3-4;210050;215640;5590;1;0
94;187;8SbUC-UaAxE;364;Guns N' Roses;192;november rain;heart;heart;10552;But if you could heal a broken __;3-4;221670;226780;5110;1;0
95;189;Rbm6GXllBiw;364;Guns N' Roses;194;paradise city;heart;heart;10677;Now he's a court jester with a broken __;3-4;227620;230250;2630;1;0
96;192;u5CVsCnxyXg;365;Radiohead;197;no surprises;heart;heart;10793;A __ that's full up like a landfill;3-4;25890;35360;9470;0;0
97;195;KrZHPOeOxQQ;367;Bon Jovi;200;you give love a bad name;heart;heart;10928;Shot through the __, and you're to blame, darling;3-4;170;3800;3630;1;0
98;195;KrZHPOeOxQQ;367;Bon Jovi;200;you give love a bad name;heart;heart;10940;Shot through the __, and you're to blame;3-4;61800;65740;3940;1;0
99;195;KrZHPOeOxQQ;367;Bon Jovi;200;you give love a bad name;heart;heart;10955;Shot through the __, and you're to blame;3-4;121440;125270;3830;1;0
100;195;KrZHPOeOxQQ;367;Bon Jovi;200;you give love a bad name;heart;heart;10961;Shot through the __ and you're to blame;3-4;158810;162730;3920;1;0
101;195;KrZHPOeOxQQ;367;Bon Jovi;200;you give love a bad name;heart;heart;10966;Shot through the __ and you're to blame;3-4;174550;178320;3770;1;0
102;199;w8KQmps-Sog;370;Muse;204;uprising;heart;heart;11106;The fat cats had a __ attack, you know that;3-4;140840;144550;3710;1;0
103;208;AscPOozwYA8;376;Eric Clapton;213;tears in heaven;heart;heart;11347;Time can break your __, have you begging please, begging please;3-4;137310;175120;37810;0;0
104;213;6hzrDeceEKc;380;Oasis;218;wonderwall;heart;heart;11479;That the fire in your __ is out;3-4;62620;66020;3400;0;0
105;214;r8OipmKFDeM;380;Oasis;219;don't look back in anger;heart;heart;11526;You ain't ever gonna burn my __ out;3-4;57960;69810;11850;0;0
106;214;r8OipmKFDeM;380;Oasis;219;don't look back in anger;heart;heart;11542;'Cos you ain't ever gonna burn my __ out;3-4;148730;160700;11970;0;0
107;222;h_L4Rixya64;385;Foo Fighters;228;best of you;heart;heart;11940;My __ is under arrest again;3-4;67110;71050;3940;0;0
108;231;co6WMzDOh1o;392;U2;237;beautiful day;heart;heart;12206;The __ is a bloom;3-4;2810;14790;11980;0;0
109;241;qfNmyxV2Ncw;399;Aerosmith;247;cryin';heart;heart;12383;If you give your __ away;3-4;188030;193490;5460;1;0
110;244;xmUZ6nCFNoU;404;The Smashing Pumpkins;250;today;heart;heart;12508;I'll tear my __ out;3-4;93420;99170;5750;0;0
111;260;sAYrAu-jnMY;432;Alter Bridge;266;addicted to pain;heart;heart;13037;You broke your back, she broke your __;3-4;104430;110840;6410;1;0
112;269;vThD7ot9oII;447;Janis Joplin;277;piece of my heart;heart;heart;13375;Take another little piece of my __ now, baby,;3-4;59920;65990;6070;0;0
113;269;vThD7ot9oII;447;Janis Joplin;277;piece of my heart;heart;heart;13376;Break another little bit of my __ now, darling, yeah.;3-4;65990;72010;6020;0;0
114;269;vThD7ot9oII;447;Janis Joplin;277;piece of my heart;heart;heart;13377;Hey! Have another little piece of my __ now, baby, yeah.;3-4;72010;77410;5400;0;0
115;269;vThD7ot9oII;447;Janis Joplin;277;piece of my heart;heart;heart;13383;Deep down in your __ I said you know that it ain't right,;3-4;93740;98410;4670;0;0
116;269;vThD7ot9oII;447;Janis Joplin;277;piece of my heart;heart;heart;13390;Take another little piece of my __ now, baby.;3-4;125290;131980;6690;0;0
117;269;vThD7ot9oII;447;Janis Joplin;277;piece of my heart;heart;heart;13391;Break another little bit of my __ now, darling, yeah,;3-4;131980;137700;5720;0;0
118;269;vThD7ot9oII;447;Janis Joplin;277;piece of my heart;heart;heart;13392;Have another little piece of my __ now, baby, yeah.;3-4;137700;143570;5870;0;0
119;269;vThD7ot9oII;447;Janis Joplin;277;piece of my heart;heart;heart;13398;Take another little piece of my __ now, baby.;3-4;191260;197190;5930;0;0
120;269;vThD7ot9oII;447;Janis Joplin;277;piece of my heart;heart;heart;13399;Break another little bit of my __, honey, yeah.;3-4;197190;203150;5960;0;0
121;269;vThD7ot9oII;447;Janis Joplin;277;piece of my heart;heart;heart;13400;Hey! Have another little piece of my __ now, baby,;3-4;203150;208340;5190;0;0
122;269;vThD7ot9oII;447;Janis Joplin;277;piece of my heart;heart;heart;13402;Hey! Hey! Have another little piece of my __ now, baby,;3-4;213350;219300;5950;0;0
123;269;vThD7ot9oII;447;Janis Joplin;277;piece of my heart;heart;heart;13404;Have another little piece of my __ now, baby,;3-4;224710;230760;6050;0;0
124;285;i3MXiTeH_Pg;475;Whitesnake;293;here i go again;heart;heart;13849;Just another __ in need of rescue;3-4;104150;109200;5050;0;0
125;290;bkysjcs5vFU;481;Dio;298;holy diver;heart;heart;14064;You can feel his __ but you know he's mean;3-4;200160;200720;560;0;0
126;298;sRYNYb30nxU;572;The Darkness;306;i believe in a thing called love;heart;heart;14734;My __'s in overdrive and you're behind the steering wheel;3-4;23220;31600;8380;0;0
127;298;sRYNYb30nxU;572;The Darkness;306;i believe in a thing called love;heart;heart;14740;Just listen to the rhythm of my __;3-4;47350;49390;2040;0;0
128;298;sRYNYb30nxU;572;The Darkness;306;i believe in a thing called love;heart;heart;14753;Just listen to the rhythm of my __;3-4;99840;101810;1970;0;0
129;298;sRYNYb30nxU;572;The Darkness;306;i believe in a thing called love;heart;heart;14763;Just listen to the rhythm of my __;3-4;159980;162010;2030;0;0
130;306;UrIiLvg58SY;620;Extreme;315;more than words;heart;heart;14661;What would you do if my __ was torn in two;3-4;79390;89640;10250;0;0
131;306;UrIiLvg58SY;620;Extreme;315;more than words;heart;heart;14678;What would you do if my __ was torn in two;3-4;202410;210810;8400;0;0
132;307;5QD5n98R_nk;641;Mr. Big;316;to be with you;heart;heart;14689;A broken __ can't be that bad;3-4;15490;18010;2520;0;0
133;310;YVkUvmDQ3HY;802;Eminem;320;without me;heart;heart;14961;Some vodka that will jump start my __ quicker;3-4;55800;57650;1850;1;0
134;310;YVkUvmDQ3HY;802;Eminem;320;without me;heart;heart;14968;But your husband's __ problem is complicated;3-4;70840;73040;2200;1;0
135;311;ab9176Srb5Y;802;Eminem;321;berzerk;heart;heart;15113;Girl you’re fixin' to get your __ broke, don’t be absurd man;3-4;172370;175520;3150;1;0
136;316;2YcIgow6TDk;805;Jay-Z;326;holy grail;heart;heart;15362;And you take, the blade right out my __;3-4;245150;248690;3540;1;0
137;348;bd2B6SjMh_w;890;Gnarls Barkley;358;crazy;heart;heart;17720;My heroes are at the __;3-4;132520;134790;2270;0;-21000
138;368;GCdwKhTtNNw;1780;The Neighbourhood;383;sweater weather;heart;heart;18863;These hearts adore, everyone the other beat __ is for;3-4;85110;88450;3340;0;0
139;491;mOHWZmREuvA;1787;Two Door Cinema Club;399;changing of the seasons;heart;heart;19316;With your __ sinking;3-4;91590;96370;4780;0;0
140;387;WbN0nX61rIs;1789;Florence + The Machine;402;shake it out;heart;heart;19473;'Cause I am done with my graceless __;3-4;91980;96330;4350;1;0
141;492;LfNVfiqKBeM;1797;Death Cab for Cutie;413;i will follow you into the dark;heart;heart;19787;Fear is the __ of love, so I never went back;3-4;92020;98670;6650;1;0
142;400;VGvHnDeS12o;1799;Grouplove;415;ways to go;heart;heart;19852;You give me __ attack;3-4;4400;8890;4490;0;0
143;407;DiEwJTOderQ;1805;Passion Pit;422;carried away;heart;heart;20166;Since my __ is golden;3-4;16300;18450;2150;0;0
144;413;UAsTlnjvetI;1820;Young The Giant;429;cough syrup;heart;heart;20360;These zombies in the park they're looking for my __ oh oh oh oh;3-4;94650;102970;8320;0;0
145;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20438;And by protecting my __ truly;3-4;16350;20810;4460;0;0
146;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20446;And it breaks my __;3-4;40610;43170;2560;0;0
147;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20447;And it breaks my __;3-4;43170;45810;2640;0;0
148;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20448;And it breaks my __;3-4;45810;51410;5600;0;0
149;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20449;Well, it breaks my __;3-4;51410;58070;6660;0;0
150;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20479;And by protecting my __ truly;3-4;141840;145710;3870;0;0
151;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20487;And it breaks my __;3-4;165720;168230;2510;0;0
152;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20488;And it breaks my __;3-4;168230;171200;2970;0;0
153;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20495;And it breaks my __;3-4;186450;188890;2440;0;0
154;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20496;And it breaks my __;3-4;188890;191510;2620;0;0
155;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20497;And it breaks my __;3-4;191510;196700;5190;0;0
156;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20498;And it breaks my __;3-4;196700;201910;5210;0;0
157;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20499;And it breaks my __;3-4;201910;207060;5150;0;0
158;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20500;And it breaks my __;3-4;207060;209550;2490;0;0
159;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20501;Breaks my __;3-4;209550;212510;2960;0;0
160;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20502;And it breaks my __;3-4;212510;214750;2240;0;0
161;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20503;And it breaks my __;3-4;214750;217640;2890;0;0
162;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20504;And it breaks my __;3-4;217640;220010;2370;0;0
163;417;wigqKfLWjvM;1828;Regina Spektor;433;fidelity;heart;heart;20505;And it breaks my __;3-4;220010;236000;15990;0;0
164;458;0KSOMA3QBU0;3;Katy Perry;742;dark horse;heart;heart;39035;She eat your __ out;3-4;141840;143770;1930;0;0
165;458;0KSOMA3QBU0;3;Katy Perry;742;dark horse;heart;heart;39039;Shawty’s __ was on steroids;3-4;148570;150770;2200;0;0
166;458;0KSOMA3QBU0;3;Katy Perry;742;dark horse;heart;heart;39045;She swears by it but if you break her __;3-4;156150;157800;1650;0;0
167;461;Y8ygKnBtKAk;13;Justin Timberlake;745;not a bad thing;heart;heart;39172;Maybe you'll let me borrow, your __;3-4;30340;33360;3020;1;0
168;461;Y8ygKnBtKAk;13;Justin Timberlake;745;not a bad thing;heart;heart;39178;When someone cuts your __ open with a knife and you're bleeding;3-4;50170;55430;5260;1;0
169;461;Y8ygKnBtKAk;13;Justin Timberlake;745;not a bad thing;heart;heart;39196;Then someone cuts your __ open with a knife;3-4;139440;141940;2500;1;0
170;461;Y8ygKnBtKAk;13;Justin Timberlake;745;not a bad thing;heart;heart;39237;And all you'd have to pack is your __ to bring;3-4;411930;418030;6100;1;0
171;461;Y8ygKnBtKAk;13;Justin Timberlake;745;not a bad thing;heart;heart;39260;And all you'd have to pack is your __ to bring;3-4;557850;563920;6070;1;0
172;462;JXRN_LkCa_o;32;Chris Brown;746;loyal;heart;heart;39283;Why give a ***** your __? when she rather have a purse;3-4;20750;23070;2320;1;0
173;464;fm660vIn8Tg;814;Aloe Blacc;749;the man;heart;heart;39524;Paid for every __ that I ever stole;3-4;31040;33840;2800;0;0
174;499;XKmZ1SqzRwY;2409;Ariana Grande;764;break free;heart;heart;40434;Never by the hands of a broken __;3-4;25400;28670;3270;1;0
175;499;XKmZ1SqzRwY;2409;Ariana Grande;764;break free;heart;heart;40454;Never by the hands of a broken __;3-4;91710;94960;3250;1;0
176;501;93ASUImTedo;2415;Disclosure;766;latch;heart;heart;40567;You lift my __ up when the rest of me is down;3-4;19050;28290;9240;1;0
177;501;93ASUImTedo;2415;Disclosure;766;latch;heart;heart;40585;Why did you kiss me to make my __ beat out my chest?;3-4;126670;136590;9920;1;0
178;514;Gz2GVlQkn4Q;2431;KONGOS;781;come with me now;heart;heart;41596;I think with my __ and I move with my head;3-4;66410;68680;2270;1;0
179;521;A3jzMyYgPQs;2438;Lady Gaga;790;do what u want;heart;heart;42072;You can't have my __ and you won't use my mind but;3-4;58220;63050;4830;1;0
180;521;A3jzMyYgPQs;2438;Lady Gaga;790;do what u want;heart;heart;42095;You can't have my __ and;3-4;117550;120030;2480;1;0
181;521;A3jzMyYgPQs;2438;Lady Gaga;790;do what u want;heart;heart;42107;If you break my __;3-4;153000;155320;2320;1;0
182;521;A3jzMyYgPQs;2438;Lady Gaga;790;do what u want;heart;heart;42111;You can't have my __;3-4;162060;163820;1760;1;0
183;523;XgFiWGIVP6s;2440;Sevyn Streeter;792;it won't stop;heart;heart;42217;But when it comes to my __;3-4;26170;28420;2250;1;0
184;523;XgFiWGIVP6s;2440;Sevyn Streeter;792;it won't stop;heart;heart;42272;Here's my __, you got the key;3-4;182430;184440;2010;1;0
185;523;XgFiWGIVP6s;2440;Sevyn Streeter;792;it won't stop;heart;heart;42283;My __ wont skip a beat baby;3-4;202520;204490;1970;1;0
186;535;SDP-TGE9AYs;2452;U2;805;moment of surrender;heart;heart;43219;To my __;3-4;180420;182460;2040;0;0
187;536;gwKEdFoUB0o;2452;U2;806;walk on;heart;heart;43253;And if your glass __ should crack;3-4;76050;81290;5240;0;0
188;536;gwKEdFoUB0o;2452;U2;806;walk on;heart;heart;43288;How your __ it breaks;3-4;173050;175540;2490;0;0
189;536;gwKEdFoUB0o;2452;U2;806;walk on;heart;heart;43306;And your __ it breaks;3-4;233050;235500;2450;0;0
190;554;_6Zp84XH6Eo;2465;beck;824;heart is a drum;heart;heart;44359;Your __ is a drum keeping time with everyone;3-4;104040;113480;9440;0;0
191;556;X2BYmmTI04I;2466;5 seconds of summer;826;she looks so perfect;heart;heart;44449;I got your name tattooed in an arrow __;3-4;59380;62450;3070;0;0
